Nome do arquivo avaliado: c432 
Quantidade de vetores testados: 100 - 1.4551915228366852e-09 
total_evaluated_nodes: 436 
vector | sensitive_node | total_reverse_biased | not_mask_reverse_biased | runtime 
111001010010101000110001000010111110 | ['n50', 'n51', 'n59', 'net_1_g016', 'net_0_g016', 'ZN_neg_g017', 'n60', 'n79', 'net_000_g037', 'n80', 'net_002_g037', 'n81', 'ZN_neg_g039', 'n82', 'n108', 'net_000_g075', 'n131', 'net_003_g075', 'n132', 'n133', 'n134', 'ZN_neg_g093', 'net_0_g093', 'n151', 'n163', 'net_0_g108', 'n164', 'n165', 'net_1_g109', 'net_0_g110', 'n166', 'n175', 'net_1_g119', 'net_0_g119', 'net_0_g120', 'n182', 'net_3_g126', 'net_1_g132', 'net_0_g132', 'n191', 'net_1_g135', '223', '329', '370', '421', '430', '431', '432'] | 203 | 48 | 0.4447955
110110100100111110000010001100011011 | ['n54', 'n55', 'n59', 'ZN_neg_g017', 'n60', 'n89', 'n90', 'n94', 'net_2_g045', 'net_0_g056', 'n107', 'n108', 'net_2_g057', 'net_1_g057', 'net_0_g057', 'n119', 'n127', 'n134', 'n139', 'n140', 'net_0_g084', 'n141', 'net_1_g085', 'n148', 'ZN_neg_g093', 'n151', 'n165', 'n166', 'net_1_g110', 'n167', 'n168', 'n175', 'net_0_g119', 'net_0_g120', 'n177', 'n183', 'n184', 'net_2_g129', 'net_1_g129', 'net_0_g129', 'n186', 'net_0_g132', 'n190', 'n191', '223', '329', '370', '421', '430', '431', '432'] | 203 | 51 | 0.4687640999999999
100000101110011100110001010101001101 | ['n43', 'ZN_neg_g017', 'n60', 'n62', 'net_0_g021', 'n64', 'n65', 'n70', 'net_0_g027', 'net_0_g031', 'n74', 'n83', 'n88', 'net_0_g042', 'n89', 'n94', 'net_0_g045', 'n108', 'net_1_g057', 'net_0_g057', 'n118', 'n119', 'net_0_g063', 'net_1_g063', 'n127', 'n134', 'net_000_g079', 'n135', 'net_002_g079', 'net_000_g082', 'n138', 'net_002_g082', 'n141', 'net_2_g085', 'n148', 'ZN_neg_g093', 'n151', 'n152', 'net_1_g098', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n157', 'n158', 'net_0_g102', 'n159', 'net_1_g103', 'n160', 'n161', 'net_1_g105', 'n165', 'n166', 'net_1_g110', 'net_1_g111', 'net_0_g111', 'n167', 'net_0_g113', 'n169', 'n170', 'net_1_g114', 'n171', 'n172', 'n173', 'n174', 'net_2_g118', 'n175', 'net_0_g120', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432'] | 212 | 94 | 0.4970703999999999
100011011100000000011100000111111010 | ['n50', 'n51', 'n55', 'net_0_g012', 'n59', 'net_1_g016', 'net_0_g016', 'ZN_neg_g017', 'n60', 'n79', 'net_000_g037', 'n80', 'net_002_g037', 'n81', 'ZN_neg_g039', 'n82', 'n96', 'net_0_g048', 'n97', 'n99', 'net_1_g049', 'n108', 'n119', 'n127', 'n132', 'net_0_g077', 'n133', 'n134', 'net_1_g078', 'n141', 'n148', 'ZN_neg_g093', 'n151', 'n163', 'net_0_g108', 'n164', 'n165', 'net_1_g109', 'n166', 'n175', 'net_1_g119', 'net_0_g119', 'net_0_g120', 'n177', 'n182', 'net_3_g126', 'net_2_g126', 'net_1_g132', 'net_0_g132', 'n191', 'net_1_g135', '223', '329', '370', '421', '430', '431', '432'] | 208 | 58 | 0.45253260000000006
011100001001100100001111101111001010 | ['n49', 'n59', 'net_1_g016', 'net_0_g016', 'ZN_neg_g017', 'n60', 'n65', 'n66', 'net_0_g023', 'n67', 'n74', 'net_3_g031', 'n75', 'net_000_g033', 'n76', 'net_002_g033', 'n77', 'ZN_neg_g035', 'n78', 'ZN_neg_g039', 'n82', 'n88', 'n94', 'n95', 'n100', 'net_0_g050', 'n106', 'n107', 'n108', 'net_001_g072', 'net_000_g072', 'n128', 'n129', 'n130', 'net_0_g078', 'n134', 'ZN_neg_g093', 'net_0_g093', 'n154', 'n155', 'net_1_g099', 'n159', 'n161', 'n166', 'n174', 'n179', 'n180', 'n181', 'net_0_g125', 'n182', 'n184', 'n186', 'n187', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432'] | 199 | 66 | 0.44109209999999965
110001110011111011001000001110100110 | ['ZN_neg_g017', 'n60', 'n75', 'net_0_g032', 'net_000_g033', 'n76', 'net_003_g033', 'n81', 'ZN_neg_g039', 'n82', 'n101', 'n102', 'n103', 'n105', 'n106', 'net_2_g055', 'net_2_g056', 'net_1_g056', 'net_0_g056', 'n107', 'n108', 'net_2_g057', 'net_1_g057', 'net_0_g057', 'n116', 'ZN_neg_g061', 'n117', 'n119', 'n127', 'n131', 'n134', 'n141', 'n146', 'n147', 'net_0_g091', 'n148', 'net_1_g092', 'ZN_neg_g093', 'n151', 'n152', 'n153', 'n154', 'n155', 'net_1_g099', 'n162', 'net_1_g106', 'net_0_g106', 'n163', 'n165', 'n166', 'net_1_g110', 'n167', 'n174', 'net_2_g118', 'n177', 'n178', 'n179', 'net_1_g126', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'net_1_g129', 'net_0_g129', 'n186', 'n187', 'net_2_g134', 'net_1_g134', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432'] | 211 | 80 | 0.4871857999999998
000101010011101101110000011011001111 | ['n46', 'n48', 'n49', 'net_0_g017', 'ZN_neg_g017', 'n60', 'n66', 'net_000_g024', 'n67', 'net_003_g024', 'n68', 'n69', 'net_1_g031', 'net_0_g031', 'n74', 'n79', 'net_0_g036', 'net_000_g037', 'n80', 'net_003_g037', 'n108', 'net_1_g057', 'net_0_g057', 'n119', 'ZN_neg_g066', 'n122', 'net_0_g066', 'n127', 'n134', 'n141', 'n148', 'ZN_neg_g093', 'n151', 'net_2_g095', 'n152', 'n154', 'n156', 'n158', 'n159', 'net_1_g103', 'n160', 'n161', 'net_1_g105', 'n164', 'n167', 'n172', 'n173', 'net_1_g117', 'net_1_g118', 'n174', 'net_0_g118', 'n175', 'net_2_g119', 'net_1_g119', 'net_0_g119', 'net_0_g120', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_1_g133', 'net_0_g133', 'n189', 'n190', 'net_0_g136', '223', '329', '370', '421', '430', '431', '432'] | 211 | 81 | 0.5248821000000001
000001010111101010001101000001110011 | ['n49', 'n50', 'ZN_neg_g017', 'n60', 'n108', 'n132', 'ZN_neg_g093', 'net_0_g093', 'n151', 'net_2_g095', 'n163', 'net_0_g108', 'n164', 'n182', 'net_3_g126', '223', '329', '370', '421', '430', '431', '432'] | 201 | 22 | 0.47133819999999993
111000000110000111111110010011110000 | ['n45', 'n50', 'ZN_neg_g017', 'n60', 'n68', 'n69', 'n70', 'net_000_g028', 'n71', 'net_003_g028', 'n72', 'n73', 'n74', 'n89', 'n94', 'net_0_g045', 'n108', 'net_1_g057', 'net_0_g057', 'n119', 'n120', 'n121', 'n125', 'net_0_g070', 'n126', 'n127', 'net_3_g071', 'n134', 'net_000_g082', 'n138', 'net_002_g082', 'n141', 'n148', 'ZN_neg_g093', 'n151', 'n152', 'net_0_g098', 'n154', 'n155', 'net_1_g099', 'n156', 'net_0_g101', 'n157', 'n158', 'net_1_g102', 'n159', 'n160', 'n161', 'net_1_g105', 'n162', 'n164', 'net_1_g108', 'n165', 'net_0_g109', 'n166', 'net_1_g110', 'net_1_g111', 'net_0_g111', 'n167', 'n178', 'n179', 'net_0_g123', 'n180', 'n181', 'net_0_g125', 'net_0_g126', 'n182', 'n183', 'n184', 'net_0_g128', 'n186', 'n187', 'net_2_g132', 'net_1_g132', 'net_0_g132', 'net_0_g134', 'n190', 'net_0_g135', 'n191', '223', '329', '370', '421', '430', '431', '432'] | 213 | 86 | 0.49672930000000015
001100100100001011010001100000101011 | ['n59', 'ZN_neg_g017', 'n60', 'n89', 'n90', 'net_0_g056', 'n107', 'n108', 'net_2_g057', 'net_1_g057', 'net_0_g057', 'n139', 'ZN_neg_g093', 'n151', 'net_2_g095', 'n165', 'n166', 'net_1_g110', 'n167', 'n183', 'n184', 'net_1_g128', 'net_1_g129', 'net_0_g129', 'n186', 'net_0_g132', 'n190', 'n191', '223', '329', '370', '421', '430', '431', '432'] | 192 | 35 | 0.42695689999999953
