Nome do arquivo avaliado: c880 
Quantidade de vetores testados: 400 - 3.469446951953614e-16 
Node | #Vectors 
865 | 400 
ZN_neg_g002 | 400 
n119 | 400 
768 | 400 
n110 | 400 
n108 | 400 
388 | 400 
418 | 400 
n121 | 400 
n91 | 400 
n116 | 400 
879 | 400 
ZN_neg_g004 | 400 
878 | 400 
449 | 400 
ZN_neg_g018 | 400 
n106 | 400 
n112 | 400 
n105 | 400 
ZN_neg_g000 | 400 
866 | 400 
n120 | 400 
450 | 400 
446 | 400 
422 | 400 
421 | 400 
ZN_neg_g016 | 400 
n117 | 400 
447 | 400 
420 | 400 
389 | 400 
n111 | 400 
391 | 400 
ZN_neg_g003 | 400 
419 | 400 
ZN_neg_g012 | 400 
864 | 400 
ZN_neg_g017 | 400 
ZN_neg_g014 | 400 
n114 | 400 
ZN_neg_g001 | 400 
n107 | 400 
423 | 400 
ZN_neg_g005 | 400 
874 | 400 
ZN_neg_g007 | 400 
880 | 400 
863 | 400 
850 | 400 
390 | 400 
767 | 400 
n118 | 400 
n115 | 400 
n109 | 400 
448 | 400 
n92 | 359 
n218 | 334 
ZN_neg_g052 | 321 
n138 | 321 
n221 | 320 
net_000_g022 | 311 
n152 | 311 
n189 | 309 
n222 | 308 
n201 | 308 
net_000_g025 | 307 
net_000_g034 | 307 
net_000_g019 | 303 
net_000_g031 | 303 
net_000_g027 | 303 
net_000_g032 | 302 
net_000_g033 | 301 
net_000_g029 | 301 
n210 | 301 
n219 | 300 
n135 | 300 
net_000_g026 | 298 
ZN_neg_g011 | 298 
n97 | 298 
net_000_g020 | 298 
net_000_g036 | 297 
net_000_g035 | 294 
n217 | 294 
net_000_g028 | 294 
net_000_g023 | 291 
net_000_g021 | 290 
net_000_g030 | 289 
net_000_g024 | 285 
n137 | 283 
n228 | 274 
n227 | 267 
n247 | 263 
n244 | 261 
ZN_neg_g130 | 258 
n216 | 258 
ZN_neg_g045 | 254 
n131 | 254 
n290 | 250 
n280 | 248 
n220 | 244 
n233 | 239 
n157 | 238 
n214 | 235 
n279 | 232 
n232 | 232 
n259 | 227 
n156 | 227 
n238 | 225 
n237 | 224 
n267 | 223 
n264 | 218 
n229 | 215 
n246 | 215 
n245 | 214 
n212 | 212 
net_0_g116 | 212 
n151 | 210 
n226 | 210 
n242 | 208 
n188 | 207 
