,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
116,g532,400,[400 115  57  54  48],674,274,0,5
117,g359,400,[400 110  56  55  48],669,269,0,5
118,g328,400,[400  99  63  51  48],661,261,0,5
119,g546,400,[400  94  62  49  42],647,247,0,5
120,g286,400,[400  98  96  44],638,238,0,5
122,g293,400,[400 100  64  55],619,219,0,5
123,g372,400,[400 108  55  53],616,216,0,5
124,g549,400,[400  98  61  56],615,215,0,5
125,g377,400,[400 101  65  48],614,214,0,5
126,g541,400,[400 101  59  54],614,214,0,5
127,g333,400,[400 105  55  52],612,212,0,5
128,g340,400,[400 102  57  50],609,209,0,5
129,g555,400,[400  99  54  51],604,204,0,5
130,g298,400,[400  98  54  48],600,200,0,5
131,g535,400,[400 100  54  46],600,200,0,5
134,g538,400,[400  91  52  43],586,186,0,5
138,g552,400,[400  85  46  44],575,175,0,5
142,g365,400,[400  78  52  40],570,170,0,5
151,g019,400,[400  88],488,88,0,5
4,g308,400,[400 203 117 115  88  80],1403,1003,0,4
29,g408,400,[400 309 108 104  97],1018,618,0,2
46,g216,400,[400 295 116  96  83],990,590,0,2
48,g392,400,[400 292 105  82],984,584,0,2
160,g002,400,[400],400,0,0,2
168,g020,400,[400],400,0,0,2
49,g529,400,[400 289  98  97  94],978,578,0,1
50,g177,400,[400  97  48  23],968,568,0,1
51,g204,400,[400  97  48  23],968,568,0,1
52,g003,400,[400 109],909,509,0,1
53,g012,400,[400 105],905,505,0,1
54,g007,400,[400 101],901,501,0,1
55,g518,400,[400  99],899,499,0,1
56,g498,400,[400  95],895,495,0,1
57,g503,400,[400  92],892,492,0,1
58,g489,400,[400  90],890,490,0,1
59,g598,400,[400  89],889,489,0,1
60,g495,400,[400  88],888,488,0,1
61,g580,400,[400  88],888,488,0,1
62,g577,400,[400  87],887,487,0,1
63,g583,400,[400  87],887,487,0,1
64,g470,400,[400  86],886,486,0,1
65,g603,400,[400  86],886,486,0,1
66,g513,400,[400  85],885,485,0,1
67,g460,400,[400  84],884,484,0,1
68,g588,400,[400  83],883,483,0,1
69,g492,400,[400  81],881,481,0,1
70,g508,400,[400  81],881,481,0,1
71,g593,400,[400  81],881,481,0,1
72,g574,400,[400  79],879,479,0,1
73,g544,400,[400 212 115  88],815,415,0,1
74,g203,400,[400  12   1],813,413,0,1
75,g801,400,[400],800,400,0,1
76,g802,400,[400],800,400,0,1
77,g803,400,[400],800,400,0,1
78,g806,400,[400],800,400,0,1
79,g807,400,[400],800,400,0,1
80,g808,400,[400],800,400,0,1
81,g809,400,[400],800,400,0,1
82,g810,400,[400],800,400,0,1
83,g812,400,[400],800,400,0,1
84,g813,400,[400],800,400,0,1
85,g814,400,[400],800,400,0,1
86,g815,400,[400],800,400,0,1
87,g816,400,[400],800,400,0,1
88,g277,400,[400 341  18],759,359,0,1
89,g279,400,[400 341  18],759,359,0,1
90,g792,400,[400 143  89  56  48],736,336,0,1
91,g153,400,[400 191 117  20],728,328,0,1
92,g559,400,[400 144  71  61  46],722,322,0,1
93,g790,400,[400 145  74  52  49],720,320,0,1
94,g557,400,[400 151  63  61  44],719,319,0,1
95,g474,400,[400 146  63  58  49],716,316,0,1
97,g478,400,[400 138  68  41],715,315,0,1
98,g484,400,[400 148  63  60  42],713,313,0,1
99,g482,400,[400 149  61  58  44],712,312,0,1
100,g486,400,[400 147  63  56  42],708,308,0,1
101,g563,400,[400 130  66  58  50],704,304,0,1
102,g561,400,[400 132  66  58  47],703,303,0,1
103,g480,400,[400 140  76  57  29],702,302,0,1
104,g565,400,[400 141  67  51  40],699,299,0,1
106,g476,400,[400 141  56  50],697,297,0,1
107,g259,400,[400 191 105],696,296,0,1
108,g278,400,[400 191 105],696,296,0,1
109,g571,400,[400 151  53  46  45],695,295,0,1
110,g315,400,[400 136  62  53  41],692,292,0,1
111,g569,400,[400 139  57  39],692,292,0,1
112,g567,400,[400 134  63  57  35],689,289,0,1
113,g347,400,[400 128  62  59  30],679,279,0,1
115,g472,400,[400 138  56  41  39],674,274,0,1
121,g528,400,[400 119  52  51],622,222,0,1
132,g024,400,[400 145  42],587,187,0,1
133,g817,400,[400 145  42],587,187,0,1
135,g025,400,[400 137  48],585,185,0,1
136,g022,400,[400 139  43],582,182,0,1
137,g036,400,[400 180],580,180,0,1
139,g039,400,[400 174],574,174,0,1
140,g030,400,[400 170],570,170,0,1
141,g033,400,[400 170],570,170,0,1
143,g018,400,[400 122  42],564,164,0,1
144,g782,400,[400 108  54],562,162,0,1
145,g680,400,[400 105  49],554,154,0,1
147,g795,400,[400 111],511,111,0,1
148,g016,400,[400 108],508,108,0,1
149,g800,400,[400  92],492,92,0,1
150,g017,400,[400  91],491,91,0,1
152,g014,400,[400  85],485,85,0,1
