,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
0,g111,400,[400 201 198   1],1200,800,0,1
1,g120,400,[400 208 191   1],1200,800,0,1
2,g127,400,[400 220 180],1200,800,0,1
3,g147,400,[400 205 195],1200,800,0,1
4,g151,400,[400 210 190],1200,800,0,1
5,g158,400,[400 202 198],1200,800,0,1
6,g160,400,[400 202 198],1200,800,0,1
7,g166,400,[400 399 202 197],1198,798,0,1
8,g143,400,[400 398 201 197],1196,796,0,1
10,g225,400,[400 285 130 125  30],970,570,0,1
11,g233,400,[400 275 136 115  24],950,550,0,1
13,g141,400,[400 221 220   1],842,442,0,1
14,g154,400,[400 219 216   2   1],838,438,0,1
16,g133,400,[400 204],808,408,0,1
17,g164,400,[400 202 201   1],804,404,0,1
19,g114,400,[400 199],798,398,0,1
20,g100,400,[400 197 196   1],794,394,0,1
21,g136,400,[400 191],782,382,0,1
24,g210,400,[400 153  48],601,201,0,1
25,g214,400,[400 144  56],600,200,0,1
27,g217,400,[400 158  39],597,197,0,1
29,g237,400,[400 143  52],595,195,0,1
30,g207,400,[400 149  44],593,193,0,1
31,g220,400,[400 141  47],588,188,0,1
32,g203,400,[400  98   8],506,106,0,1
133,g070,215,[215],215,0,-1,7
49,g000,400,[400],400,0,-1,2
50,g002,400,[400],400,0,-1,2
51,g008,400,[400],400,0,-1,2
52,g023,400,[400],400,0,-1,2
53,g040,400,[400],400,0,-1,2
54,g074,400,[400],400,0,-1,2
55,g086,400,[400],400,0,-1,2
9,g223,400,[400 398 253 143   2],1196,796,-1,1
15,g126,400,[400  25],825,425,-1,1
22,g231,400,[400 151 147   2],702,302,-1,1
26,g232,400,[400 144  56],600,200,-1,1
28,g224,400,[400 143  52],595,195,-1,1
33,g165,400,[400  41],441,41,-1,1
34,g099,400,[400  28],428,28,-1,1
35,g135,400,[400  27],427,27,-1,1
36,g110,400,[400  25],425,25,-1,1
37,g113,400,[400  25],425,25,-1,1
38,g132,400,[400  21],421,21,-1,1
39,g150,400,[400  15],415,15,-1,1
40,g163,400,[400  12],412,12,-1,1
41,g146,400,[400  10],410,10,-1,1
42,g140,400,[400   7],407,7,-1,1
43,g153,400,[400   7],407,7,-1,1
44,g157,400,[400   7],407,7,-1,1
45,g159,400,[400   7],407,7,-1,1
46,g142,400,[400   6],406,6,-1,1
47,g119,400,[400   5],405,5,-1,1
70,g170,317,[317 216   9],542,225,-1,1
72,g202,291,[291   1],293,2,-1,1
73,g216,289,[289 157 131   1],867,578,-1,1
78,g236,289,[289 227  81  75  71],743,454,-1,1
102,g219,289,[289 150 146   2],589,300,-1,1
103,g213,289,[289 146 142   3   1],581,292,-1,1
104,g206,289,[289 141 137   3   1],571,282,-1,1
105,g209,289,[289 138 135   2   1],565,276,-1,1
144,g181,91,[91  4],186,95,-1,1
56,g042,364,[364],364,0,-2,8
117,g175,242,[242   4   2],248,6,-2,8
118,g180,242,[242   2   1],245,3,-2,8
173,g161,24,[24  3],27,3,-2,5
181,g144,21,[21  5],26,5,-2,5
153,g152,77,[77 19  8  4],108,31,-2,4
156,g156,52,[52 36 22  7],117,65,-2,4
157,g122,52,[52  7  2  1],62,10,-2,4
158,g139,51,[51 12  8  1],72,21,-2,4
159,g106,51,[51  7  2  1],61,10,-2,4
160,g067,50,[50 18 11  1],80,30,-2,4
188,g125,18,[18  3  2],41,23,-2,4
190,g134,18,[18  3  1],22,4,-2,4
191,g112,17,[17  6  3],43,26,-2,4
193,g109,17,[17  7  4],28,11,-2,4
100,g022,289,[289 162 118  25  19],613,324,-2,3
83,g064,289,[289 218  81  78  59],725,436,-2,2
87,g013,289,[289 215  78  70  67],719,430,-2,2
101,g081,289,[289 157 106  26  25],603,314,-2,2
136,g169,183,[183   8   3   2],196,13,-2,2
161,g118,44,[44 21 11  3],79,35,-2,2
162,g162,42,[42  9  2],53,11,-2,2
164,g145,35,[35 18  8  1],62,27,-2,2
199,g148,15,[15  5  4  2],26,11,-2,2
217,g098,7,[7 3 1],11,4,-2,2
218,g149,7,[7 3],10,3,-2,2
220,g131,7,[7 1],8,1,-2,2
223,g115,6,[6 2],8,2,-2,2
12,g230,400,[400  85],885,485,-2,1
18,g221,400,[400   2],802,402,-2,1
23,g222,400,[400 152  59],611,211,-2,1
48,g226,400,[400   1],401,1,-2,1
74,g235,289,[289 154 133   2],867,578,-2,1
84,g204,289,[289 218  80  75  63],725,436,-2,1
108,g211,289,[289  74],363,74,-2,1
110,g212,289,[289   6   4   3],302,13,-2,1
111,g215,289,[289   9   3],301,12,-2,1
112,g218,289,[289   6   4   2],301,12,-2,1
114,g205,289,[289   6   2],299,10,-2,1
115,g208,289,[289   7   2   1],299,10,-2,1
137,g201,178,[178  95  94],545,367,-2,1
146,g189,84,[84],84,0,-2,1
152,g195,83,[83  2],85,2,-2,1
167,g001,29,[29],29,0,-3,16
184,g083,20,[20 10  4  3],40,20,-3,13
187,g039,19,[19],19,0,-3,12
177,g108,22,[22 14  9  3  2],50,28,-3,10
176,g054,22,[22 17 12  4  1],56,34,-3,8
222,g097,6,[6 4 3 1],14,8,-3,7
179,g066,21,[21  5],31,10,-3,6
183,g138,20,[20 11  5],56,36,-3,5
200,g073,15,[15],15,0,-3,5
210,g105,9,[9 5 4],18,9,-3,5
215,g155,7,[7 4 3 1],15,8,-3,5
60,g049,345,[345 259  90  86  83],863,518,-3,4
195,g130,17,[17],17,0,-3,4
197,g035,16,[16  3  2],21,5,-3,4
233,g129,1,[1],3,2,-3,4
93,g031,289,[289 204  74  69  61],697,408,-3,3
97,g044,289,[289 192  89  54  49],673,384,-3,3
208,g117,10,[10  4  2],16,6,-3,3
219,g121,7,[7 1],9,2,-3,3
75,g058,289,[289 243 113  82  48],775,486,-3,2
85,g060,289,[289 216  76  70],721,432,-3,2
131,g094,220,[220  67  40],327,107,-3,2
132,g095,215,[215  67  40],537,322,-3,2
174,g053,24,[24],24,0,-3,2
175,g107,23,[23],23,0,-3,2
182,g124,21,[21  4],25,4,-3,2
185,g072,20,[20  2],22,2,-3,2
198,g017,16,[16],16,0,-3,2
209,g063,10,[10],10,0,-3,2
212,g190,9,[9 1],10,1,-3,2
221,g128,7,[7],7,0,-3,2
71,g229,291,[291  72  50],413,122,-3,1
80,g079,289,[289 225  84  74  67],739,450,-3,1
82,g007,289,[289 219  82  72  65],727,438,-3,1
99,g012,289,[289 172 116  29  27],633,344,-3,1
106,g080,289,[289 141  48],478,189,-3,1
109,g021,289,[289  53],342,53,-3,1
113,g234,289,[289   8   3   1],301,12,-3,1
119,g178,240,[240  21  14],275,35,-3,1
120,g171,239,[239  22   4   1],266,27,-3,1
121,g172,239,[239  13   2],254,15,-3,1
122,g173,238,[238  22   2   1],263,25,-3,1
123,g176,238,[238  20   4   1],263,25,-3,1
124,g177,238,[238  14   6],258,20,-3,1
125,g179,237,[237  23  21],281,44,-3,1
126,g174,237,[237  21   3],261,24,-3,1
127,g227,234,[234  77],545,311,-3,1
145,g188,84,[84 17  2],103,19,-3,1
147,g200,83,[83 17  3],186,103,-3,1
148,g192,83,[83  2],168,85,-3,1
149,g185,83,[83 15],98,15,-3,1
150,g186,83,[83 15],98,15,-3,1
151,g198,83,[83 10  3],96,13,-3,1
207,g167,11,[11  5  3],19,8,-3,1
227,g168,4,[4 1],7,3,-3,1
232,g194,2,[2],2,0,-3,1
163,g071,40,[40 24  4],68,28,-4,6
171,g062,24,[24 13  3],40,16,-4,4
189,g182,18,[18  2  1],39,21,-4,4
194,g065,17,[17  4  1],22,5,-4,4
201,g116,14,[14  9  6  3],32,18,-4,4
202,g033,14,[14  7  1],22,8,-4,4
206,g034,12,[12  5  3],32,20,-4,4
65,g003,344,[344 258 100  81  77],860,516,-4,3
69,g030,344,[344 247  92  80  75],838,494,-4,3
91,g004,289,[289 207  71  65],703,414,-4,3
172,g055,24,[24 11  3],38,14,-4,3
58,g025,345,[345 265  99  92  74],875,530,-4,2
67,g029,344,[344 254  95  82  77],852,508,-4,2
89,g093,289,[289 213  77  68],715,426,-4,2
128,g090,228,[228 111  81],648,420,-4,2
134,g091,209,[209  67  36],312,103,-4,2
138,g020,175,[175  63],413,238,-4,2
140,g010,150,[150],150,0,-4,2
142,g015,114,[114],114,0,-4,2
143,g019,110,[110],110,0,-4,2
165,g051,29,[29 16  2],47,18,-4,2
166,g052,29,[29  8  1],38,9,-4,2
168,g096,28,[28  8  1],37,9,-4,2
170,g016,26,[26  9  1],36,10,-4,2
180,g082,21,[21  6],27,6,-4,2
186,g038,19,[19 10  3],32,13,-4,2
203,g137,14,[14],14,0,-4,2
205,g018,12,[12 10  6  4],32,20,-4,2
211,g103,9,[9 5],14,5,-4,2
213,g101,9,[9],9,0,-4,2
216,g104,7,[7 4 2],13,6,-4,2
224,g184,6,[6 1],7,1,-4,2
57,g048,345,[345 271  99  86],887,542,-4,1
63,g047,345,[345 245  97  76  72],835,490,-4,1
76,g059,289,[289 229  86  79  64],747,458,-4,1
79,g041,289,[289 226  76  75],741,452,-4,1
81,g006,289,[289 222  87  74  61],733,444,-4,1
86,g076,289,[289 216  79  69  68],721,432,-4,1
92,g078,289,[289 207  79  69  59],703,414,-4,1
95,g056,289,[289 198  70  58],685,396,-4,1
96,g057,289,[289  98],676,387,-4,1
98,g043,289,[289  89],667,378,-4,1
107,g011,289,[289 136  43],468,179,-4,1
135,g228,199,[199  49],248,49,-4,1
192,g123,17,[17 13  3],33,16,-4,1
196,g069,16,[16 10  3],29,13,-4,1
229,g196,3,[3 2],7,4,-4,1
230,g191,2,[2 1],3,1,-4,1
231,g197,2,[2 1],3,1,-4,1
235,g187,1,[1],1,0,-4,1
68,g027,344,[344 250  99  83  68],844,500,-5,3
204,g068,13,[13  3],29,16,-5,3
214,g032,8,[8 6 3 2 1],20,12,-5,3
234,g183,1,[1],1,0,-5,3
62,g046,345,[345 254 106  79  69],853,508,-5,2
129,g088,227,[227  81  55],363,136,-5,2
130,g089,223,[223 151  80],677,454,-5,2
141,g009,118,[118],118,0,-5,2
155,g036,61,[61],61,0,-5,2
169,g014,26,[26  5],57,31,-5,2
225,g037,6,[6],6,0,-5,2
59,g024,345,[345 260  91  88  81],865,520,-5,1
64,g028,344,[344 269  96  89  84],882,538,-5,1
77,g075,289,[289 228  83  76  69],745,456,-5,1
88,g092,289,[289 215  88  71  56],719,430,-5,1
90,g077,289,[289 211  88  73  50],711,422,-5,1
94,g005,289,[289 201  78  63  60],691,402,-5,1
178,g050,22,[22  6  4],32,10,-5,1
226,g061,5,[5 3 2 1],11,6,-5,1
228,g102,3,[3 2 1],7,4,-5,1
116,g085,268,[268 117  24],409,141,-6,2
139,g087,163,[163  52  25],240,77,-6,2
61,g045,345,[345 255  95  82  78],855,510,-6,1
66,g026,344,[344 257  95  90  72],858,514,-6,1
154,g084,75,[75 22],97,22,-7,1
