,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
0,g092,400,[400 200],1200,800,0,1
1,g094,400,[400 201 197   2],1200,800,0,1
2,g096,400,[400 219 181],1200,800,0,1
3,g104,400,[400 204 195   1],1200,800,0,1
4,g106,400,[400 223 175   2],1200,800,0,1
5,g108,400,[400 219 181],1200,800,0,1
6,g115,400,[400 226 174],1200,800,0,1
7,g122,400,[400 212 188],1200,800,0,1
8,g128,400,[400 206 194],1200,800,0,1
9,g140,400,[400 212 186   2],1200,800,0,1
10,g151,400,[400 210 190],1200,800,0,1
11,g165,400,[400 213 187],1200,800,0,1
12,g169,400,[400 217 182   1],1200,800,0,1
13,g171,400,[400 211 189],1200,800,0,1
14,g102,400,[400 399 201 198],1198,798,0,1
15,g113,400,[400 399 230 169],1198,798,0,1
16,g117,400,[400 399 201 196   2],1198,798,0,1
17,g124,400,[400 399 208 191],1198,798,0,1
18,g126,400,[400 399 205 193   1],1198,798,0,1
19,g144,400,[400 399 201 198],1198,798,0,1
20,g147,400,[400 399 217 181   1],1198,798,0,1
21,g149,400,[400 399 200 199],1198,798,0,1
22,g158,400,[400 399 212 185   2],1198,798,0,1
23,g160,400,[400 399 202 196   1],1198,798,0,1
24,g162,400,[400 399 208 191],1198,798,0,1
25,g119,400,[400 398 200 198],1196,796,0,1
26,g138,400,[400 398 219 177   2],1196,796,0,1
27,g142,400,[400 398 206 192],1196,796,0,1
28,g153,400,[400 398 220 177   1],1196,796,0,1
29,g156,400,[400 398 203 194   1],1196,796,0,1
30,g167,400,[400 398 203 195],1196,796,0,1
31,g098,400,[400 396 202 192   2],1192,792,0,1
32,g159,400,[400 216  53  16],1085,685,-1,1
33,g161,400,[400 208  55  17],1080,680,-1,1
34,g141,400,[400 216  53   8],1077,677,-1,1
35,g143,400,[400 208  55  13],1076,676,-1,1
36,g155,400,[400 209  48  17],1074,674,-1,1
37,g121,400,[400 209  45  18],1072,672,-1,1
38,g101,400,[400 208  44  17],1069,669,-1,1
39,g150,400,[400 218  33  15],1066,666,-1,1
40,g157,400,[400 199  49  16],1064,664,-1,1
41,g103,400,[400 208  44  10],1062,662,-1,1
42,g123,400,[400 208  44  10],1062,662,-1,1
43,g137,400,[400 208  47   7],1062,662,-1,1
44,g105,400,[400 207  43   9],1059,659,-1,1
45,g107,400,[400 209  45   5],1059,659,-1,1
46,g125,400,[400 207  43   9],1059,659,-1,1
47,g127,400,[400 209  45   5],1059,659,-1,1
48,g139,400,[400 200  50   9],1059,659,-1,1
49,g146,400,[400 210  31  17],1058,658,-1,1
50,g152,400,[400 206  33  15],1054,654,-1,1
51,g164,400,[400 212  26  14],1052,652,-1,1
52,g168,400,[400 217  23  12],1052,652,-1,1
53,g148,400,[400 201  30  18],1049,649,-1,1
54,g170,400,[400 209  24  13],1046,646,-1,1
55,g166,400,[400 200  18  13],1031,631,-1,1
56,g091,400,[400 113  28   6],947,547,-1,1
57,g095,400,[400 113  28   6],947,547,-1,1
58,g093,400,[400 111  26   6],943,543,-1,1
59,g118,400,[400  98  28  12],938,538,-1,1
60,g112,400,[400  99  29   6],934,534,-1,1
61,g114,400,[400 100  30   4],934,534,-1,1
62,g097,400,[400 107  22   2],931,531,-1,1
63,g116,400,[400  97  27   2],926,526,-1,1
64,g136,112,[112  22  13   5],152,40,-2,16
106,g048,94,[94 13 11  7],125,31,-2,16
138,g082,79,[79 48 19 16 13],175,96,-2,14
146,g044,75,[75 52 25 15 12],179,104,-2,14
157,g130,51,[51 10],61,10,-2,8
159,g090,49,[49 17],66,17,-2,8
154,g099,54,[54 35 13  9],124,70,-2,7
155,g074,53,[53 40 21 10  9],133,80,-2,7
156,g040,51,[51 36 20  9  7],123,72,-2,7
158,g109,50,[50 37 17 12  8],124,74,-2,7
160,g012,48,[48 35 21 10  4],118,70,-2,7
164,g046,43,[43 30 13 10  7],103,60,-2,7
162,g100,45,[45 13  7],65,20,-2,4
163,g120,45,[45 14  3],62,17,-2,4
165,g145,41,[41 16  5],62,21,-2,4
166,g163,41,[41 16  5],62,21,-2,4
168,g129,32,[32  7],39,7,-2,4
169,g154,32,[32  7],39,7,-2,4
170,g075,30,[30  8],38,8,-2,4
171,g111,30,[30  8],38,8,-2,4
149,g061,67,[67 51 18 17 16],169,102,-3,5
150,g013,65,[65 49 19 15],163,98,-3,5
151,g042,65,[65 48 23 13 12],161,96,-3,5
153,g110,64,[64 44 20 14 10],152,88,-3,5
148,g089,67,[67 54 20 19 15],175,108,-3,4
152,g033,64,[64 52 22 16 14],168,104,-3,4
65,g081,104,[104  95  48  31  16],294,190,-3,2
69,g078,104,[104  74  28  24  22],252,148,-3,2
71,g039,99,[99 91 41 35 15],281,182,-3,2
72,g088,99,[99 88 45 36  7],275,176,-3,2
73,g060,99,[99 83 38 36  9],265,166,-3,2
79,g085,99,[99 77 28 25 24],253,154,-3,2
83,g036,99,[99 70 28 24 18],239,140,-3,2
85,g051,99,[99 68 29 20 19],235,136,-3,2
89,g073,98,[98 82 44 33  5],262,164,-3,2
93,g064,98,[98 72 28 23 21],242,144,-3,2
