,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
32,g526,400,[400 155  54],609,209,0,6
39,g368,400,[400  86  31],517,117,0,4
28,g464,400,[400 197  73  42  10],722,322,0,3
31,g485,400,[400 172  50],622,222,0,3
38,g341,400,[400 118],518,118,0,3
24,g601,400,[400   4],804,404,0,2
42,g005,400,[400],400,0,0,2
2,g623,400,[400 326 144  96  86],1052,652,0,1
3,g620,400,[400 324 132  98  94],1048,648,0,1
9,g035,400,[400 307 113 109  85],1014,614,0,1
20,g042,400,[400 283 109  89  85],966,566,0,1
22,g604,400,[400 217 188  68],873,473,0,1
25,g028,400,[400 287  34  31  14],766,366,0,1
26,g397,400,[400 237  54  38  28],757,357,0,1
27,g262,400,[400 155 147  38],740,340,0,1
30,g000,400,[400 159  72  23],654,254,0,1
36,g291,400,[400 100  22  10],532,132,0,1
37,g276,400,[400 122],522,122,0,1
40,g249,400,[400  41],441,41,0,1
43,g440,400,[400],400,0,0,1
44,g575,400,[400],400,0,0,1
45,g598,400,[400],400,0,0,1
118,g255,269,[269  76  10   9],364,95,-1,9
29,g574,400,[400 168  98  37  14],717,317,-1,6
181,g285,231,[231  70],532,301,-1,5
264,g248,130,[130  25  14   6],305,175,-1,5
23,g597,400,[400  11],811,411,-1,4
65,g293,329,[329 163],492,163,-1,4
210,g398,192,[192],192,0,-1,4
41,g439,400,[400   6],406,6,-1,3
51,g261,371,[371 137  96],604,233,-1,3
126,g006,262,[262  92  37],653,391,-1,3
180,g257,232,[232  18   1],483,251,-1,3
5,g607,400,[400 318 148  85],1036,636,-1,2
13,g038,400,[400 300 106  99  95],1000,600,-1,2
14,g031,400,[400 299 108  98  93],998,598,-1,2
16,g041,400,[400 295 107  97  91],990,590,-1,2
19,g034,400,[400 287 109  97  81],974,574,-1,2
50,g270,381,[381 251 144  87],863,482,-1,2
60,g275,341,[341 105  68],855,514,-1,2
140,g414,254,[254 216 101 100  15],686,432,-1,2
197,g009,211,[211  65  26],302,91,-1,2
219,g151,176,[176  24],200,24,-1,2
366,g024,68,[68 22  7],97,29,-1,2
495,g441,21,[21  7],49,28,-1,2
4,g622,400,[400 324 164  82  78],1048,648,-1,1
33,g004,400,[400 146  48],594,194,-1,1
35,g619,400,[400 115  36],551,151,-1,1
47,g484,393,[393 207 102  33],735,342,-1,1
49,g525,386,[386  65  37],488,102,-1,1
52,g022,370,[370  63  32],465,95,-1,1
62,g396,338,[338 143   5],486,148,-1,1
66,g296,326,[326  34],360,34,-1,1
74,g289,309,[309  14  11],643,334,-1,1
77,g290,307,[307  11],318,11,-1,1
96,g367,291,[291 173  31  11],506,215,-1,1
105,g463,284,[284  10],578,294,-1,1
106,g340,282,[282 193  34   8],517,235,-1,1
121,g392,265,[265 263 235  27   1],791,526,-1,1
175,g345,233,[233 211 107 102   2],655,422,-1,1
182,g600,231,[231 104  65  38],438,207,-1,1
201,g442,207,[207  94   3],304,97,-1,1
254,g369,139,[139  40],179,40,-1,1
319,g603,99,[99 17],116,17,-1,1
336,g395,88,[88 24 20],156,68,-1,1
406,g027,48,[48 23  9],80,32,-1,1
407,g393,48,[48 10  4],62,14,-1,1
493,g507,21,[21 15 13  1],51,30,-1,1
498,g465,21,[21  8  5  2  1],37,16,-1,1
72,g008,315,[315],315,0,-2,27
55,g007,357,[357],357,0,-2,16
64,g001,335,[335],335,0,-2,14
94,g265,294,[294  20],314,20,-2,11
128,g002,261,[261],261,0,-2,11
169,g010,244,[244],244,0,-2,11
225,g011,167,[167],167,0,-2,11
236,g023,153,[153],153,0,-2,11
191,g003,222,[222],222,0,-2,10
237,g271,153,[153],153,0,-2,9
86,g286,299,[299 128  61  27],515,216,-2,8
70,g267,315,[315 313 170 143],941,626,-2,6
75,g172,308,[308  65],373,65,-2,5
93,g294,295,[295],295,0,-2,5
95,g274,291,[291 138 136   1],567,276,-2,5
164,g077,247,[247],247,0,-2,5
69,g206,316,[316  54  50],420,104,-2,4
290,g025,118,[118],118,0,-2,4
413,g018,45,[45],45,0,-2,4
0,g612,400,[400 328 123 119  86],1056,656,-2,3
58,g250,344,[344  44],388,44,-2,3
146,g284,254,[254  25],533,279,-2,3
147,g411,254,[254 139 101  31   7],532,278,-2,3
504,g415,21,[21],21,0,-2,3
83,g222,302,[302  54],658,356,-2,2
84,g269,300,[300 231],831,531,-2,2
139,g344,254,[254 219  96  76  47],692,438,-2,2
141,g278,254,[254 164],672,418,-2,2
142,g295,254,[254 196  75  68  53],646,392,-2,2
145,g496,254,[254 153 128  22   3],560,306,-2,2
224,g288,169,[169],169,0,-2,2
227,g292,164,[164  51  16],231,67,-2,2
255,g602,139,[139  20],159,20,-2,2
316,g109,101,[101   8],109,8,-2,2
341,g247,86,[86  1],173,87,-2,2
434,g086,33,[33 20  9  8  3],73,40,-2,2
460,g173,26,[26 21  8  5],68,42,-2,2
501,g506,21,[21  6],27,6,-2,2
564,g026,13,[13],13,0,-2,2
1,g621,400,[400 326 151  95  80],1052,652,-2,1
6,g029,400,[400 312 108 103 101],1024,624,-2,1
7,g040,400,[400 311 107 102],1022,622,-2,1
8,g036,400,[400 308 113 102  93],1016,616,-2,1
10,g039,400,[400 307 119  95  93],1014,614,-2,1
11,g605,400,[400 307 147  86  74],1014,614,-2,1
12,g032,400,[400 306 120  96  90],1012,612,-2,1
15,g037,400,[400 295 100  99  96],990,590,-2,1
17,g030,400,[400 292 105  94  93],984,584,-2,1
18,g033,400,[400 291 100  97  94],982,582,-2,1
21,g606,400,[400 269 102  90  77],938,538,-2,1
46,g438,394,[394  64  47],505,111,-2,1
48,g596,389,[389  86  31],506,117,-2,1
53,g260,361,[361 118  14],493,132,-2,1
78,g616,305,[305 208 177 147],1142,837,-2,1
79,g021,305,[305  57],362,57,-2,1
89,g524,296,[296 193  22],511,215,-2,1
90,g573,295,[295 178  36],509,214,-2,1
104,g617,285,[285  61  27],373,88,-2,1
110,g483,277,[277 167  35  31  29],539,262,-2,1
117,g462,270,[270 168  39  30  25],532,262,-2,1
122,g391,265,[265 245 161  75   9],755,490,-2,1
125,g379,265,[265   1],266,1,-2,1
127,g613,262,[262  18],578,316,-2,1
130,g339,259,[259 150  35  20],464,205,-2,1
138,g413,254,[254 228 113  95  20],710,456,-2,1
144,g412,254,[254  58],566,312,-2,1
159,g254,248,[248 106  47  27],428,180,-2,1
161,g366,248,[248  99  28  26],401,153,-2,1
166,g417,246,[246 163  10   1],420,174,-2,1
177,g541,233,[233   1],467,234,-2,1
187,g618,226,[226  61],348,122,-2,1
203,g577,202,[202 101  86],591,389,-2,1
213,g252,190,[190   9   1],200,10,-2,1
304,g258,106,[106   1],213,107,-2,1
325,g256,97,[97],97,0,-2,1
329,g348,92,[92 15],107,15,-2,1
350,g466,78,[78 35],113,35,-2,1
353,g150,77,[77 11  7],95,18,-2,1
356,g599,74,[74 21 15  5],115,41,-2,1
357,g298,74,[74 10],84,10,-2,1
358,g443,73,[73  8],154,81,-2,1
397,g268,55,[55],55,0,-2,1
432,g394,34,[34  6],74,40,-2,1
494,g346,21,[21 14 11  3],49,28,-2,1
500,g553,21,[21  6  1],28,7,-2,1
563,g259,13,[13  2],15,2,-2,1
99,g343,290,[290 289 149 137   3],868,578,-3,13
