,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
156,g0004,400,[400 186  78  26],690,290,0,2
159,g0002,400,[400 172  81  32],685,285,0,2
168,g0005,400,[400 166  71  21],658,258,0,2
169,g0003,400,[400 167  67  23],657,257,0,2
0,g0794,400,[400 241 129 113 112  46],1441,1041,0,1
1,g1047,400,[400 241 129 113 112  46],1441,1041,0,1
6,g0834,400,[400 216 112 104  95  89],1416,1016,0,1
15,g0824,400,[400 209 117 101  92  90],1409,1009,0,1
16,g0490,400,[400 205 111  98  97  94],1405,1005,0,1
22,g0775,400,[400 199 118 102  97  83],1399,999,0,1
24,g0482,400,[400 196 105 103  99  93],1396,996,0,1
26,g0494,400,[400 192 114  98  94],1392,992,0,1
27,g0784,400,[400 192 113 107  95  85],1392,992,0,1
28,g0830,400,[400 192 109  99  98  94],1392,992,0,1
31,g0780,400,[400 183 117 103 100  80],1383,983,0,1
32,g0718,400,[400 186 108 106  69  39],1308,908,0,1
33,g0762,400,[400 186 108 106  69  39],1308,908,0,1
34,g0699,400,[400 193 106 101  69  37],1306,906,0,1
36,g0910,400,[400 339 137 136  66],1078,678,0,1
43,g0757,400,[400 318 110 108 100],1036,636,0,1
48,g0465,400,[400 313 107 104 102],1026,626,0,1
49,g0736,400,[400 312 114 102  96],1024,624,0,1
50,g0795,400,[400 312 115 110  87],1024,624,0,1
51,g0808,400,[400 312 106 104 102],1024,624,0,1
52,g1048,400,[400 312 115 110  87],1024,624,0,1
54,g0746,400,[400 311 121 104  86],1022,622,0,1
56,g0459,400,[400 310 108 101],1020,620,0,1
57,g0706,400,[400 310 108 104  98],1020,620,0,1
59,g0999,400,[400 308 113 109  86],1016,616,0,1
60,g0469,400,[400 307 107 105  95],1014,614,0,1
61,g0815,400,[400 307 111 102  94],1014,614,0,1
63,g0789,400,[400 306 105 102  99],1012,612,0,1
64,g0703,400,[400 305 111 101  93],1010,610,0,1
71,g0495,400,[400 303 117  95  91],1006,606,0,1
72,g0878,400,[400 303 107 105  91],1006,606,0,1
73,g0955,400,[400 303 116 110  77],1006,606,0,1
74,g0471,400,[400 302 117  96  89],1004,604,0,1
79,g0759,400,[400 300 108 107  85],1000,600,0,1
80,g0786,400,[400 300 116 104  80],1000,600,0,1
83,g0726,400,[400 298 115  92  91],996,596,0,1
84,g0813,400,[400 298 108  96  94],996,596,0,1
90,g0752,400,[400 295 116 100  79],990,590,0,1
91,g0803,400,[400 295 111  94  90],990,590,0,1
95,g0738,400,[400 292 100  97  95],984,584,0,1
96,g0835,400,[400 292 101  99  92],984,584,0,1
97,g0731,400,[400 291 104  95  92],982,582,0,1
100,g0015,400,[400 260 150  64  46],920,520,0,1
101,g0009,400,[400 113],913,513,0,1
102,g0452,400,[400 255   3],913,513,0,1
105,g0001,400,[400  99],899,499,0,1
112,g1000,400,[400],800,400,0,1
113,g1001,400,[400],800,400,0,1
114,g1002,400,[400],800,400,0,1
115,g1003,400,[400],800,400,0,1
116,g1004,400,[400],800,400,0,1
117,g1005,400,[400],800,400,0,1
118,g1006,400,[400],800,400,0,1
119,g1007,400,[400],800,400,0,1
120,g1008,400,[400],800,400,0,1
121,g1009,400,[400],800,400,0,1
122,g1010,400,[400],800,400,0,1
123,g1011,400,[400],800,400,0,1
124,g1012,400,[400],800,400,0,1
125,g1013,400,[400],800,400,0,1
126,g1014,400,[400],800,400,0,1
127,g1015,400,[400],800,400,0,1
128,g1016,400,[400],800,400,0,1
129,g1017,400,[400],800,400,0,1
130,g1018,400,[400],800,400,0,1
131,g1019,400,[400],800,400,0,1
132,g1020,400,[400],800,400,0,1
133,g1021,400,[400],800,400,0,1
134,g1022,400,[400],800,400,0,1
135,g1023,400,[400],800,400,0,1
136,g1024,400,[400],800,400,0,1
137,g1025,400,[400],800,400,0,1
138,g1026,400,[400],800,400,0,1
139,g1027,400,[400],800,400,0,1
140,g1028,400,[400],800,400,0,1
141,g1029,400,[400],800,400,0,1
142,g1030,400,[400],800,400,0,1
143,g1031,400,[400],800,400,0,1
144,g1032,400,[400],800,400,0,1
145,g1033,400,[400],800,400,0,1
146,g1034,400,[400],800,400,0,1
147,g1035,400,[400],800,400,0,1
148,g1036,400,[400],800,400,0,1
149,g1037,400,[400],800,400,0,1
150,g1038,400,[400],800,400,0,1
151,g1039,400,[400],800,400,0,1
152,g1040,400,[400],800,400,0,1
153,g1045,400,[400],800,400,0,1
155,g0713,400,[400 208  84],692,292,0,1
162,g0449,400,[400 262   3],665,265,0,1
164,g1046,400,[400 262   3],665,265,0,1
186,g0008,400,[400 138  46],584,184,0,1
187,g1044,400,[400 138  46],584,184,0,1
199,g0007,400,[400  77],477,77,0,1
200,g1042,400,[400  77],477,77,0,1
203,g0761,400,[400  43   1],444,44,0,1
206,g0234,400,[400   3],409,9,0,1
208,g0000,400,[400],400,0,0,1
244,g0558,400,[400],400,0,0,1
245,g0632,400,[400],400,0,0,1
246,g0695,400,[400],400,0,0,1
251,g1041,400,[400],400,0,0,1
252,g1043,400,[400],400,0,0,1
55,g0138,400,[400 310 123  97  90],1020,620,-1,12
67,g0141,400,[400 304 108 106  90],1008,608,-1,12
35,g0014,400,[400 344 234  56  54],1088,688,-1,11
89,g0148,400,[400 296 102  99  95],992,592,-1,11
37,g0074,400,[400 327 117 111  99],1054,654,-1,10
40,g0025,400,[400 318 114 110  94],1036,636,-1,10
41,g0100,400,[400 318 116 111  91],1036,636,-1,10
85,g0097,400,[400 297 103 102  92],994,594,-1,10
94,g0107,400,[400 292 103  95  94],984,584,-1,10
221,g0079,400,[400],400,0,-1,10
38,g0192,400,[400 321 115 111  95],1042,642,-1,9
46,g0029,400,[400 313 116 111  86],1026,626,-1,9
82,g0145,400,[400 298 107 100  91],996,596,-1,8
241,g0176,400,[400],400,0,-1,8
42,g0705,400,[400 212],1036,636,-1,7
76,g0070,400,[400 300 104  92],1000,600,-1,7
98,g0134,400,[400 286  98  90],972,572,-1,7
53,g0063,400,[400 311 128  99  84],1022,622,-1,6
68,g0040,400,[400 303 119 109  75],1006,606,-1,6
87,g0033,400,[400 296 122  89  85],992,592,-1,6
92,g0087,400,[400 294 105  95  94],988,588,-1,6
172,g0717,400,[400 217  32],649,249,-1,6
70,g0473,400,[400 201   5],1006,606,-1,5
157,g0788,400,[400 190  99],689,289,-1,5
247,g0702,400,[400],400,0,-1,5
58,g0765,400,[400 218],1018,618,-1,4
109,g0791,400,[400 212 122  73  17],824,424,-1,4
154,g0816,400,[400 189 110],699,299,-1,4
240,g0175,400,[400],400,0,-1,4
295,g0190,311,[311 101  27],439,128,-1,4
369,g0006,230,[230],230,0,-1,4
99,g0020,400,[400 261 150  63  48],922,522,-1,3
250,g0785,400,[400],400,0,-1,3
158,g0631,400,[400 187  74  26],687,287,-1,2
165,g0557,400,[400 154  64  45],663,263,-1,2
166,g0694,400,[400 156  65  41],662,262,-1,2
248,g0732,400,[400],400,0,-1,2
255,g0404,397,[397 259  85],741,344,-1,2
256,g0208,397,[397 166  37],600,203,-1,2
261,g0434,392,[392 111  93  63],659,267,-1,2
294,g0403,312,[312 110  31],453,141,-1,2
372,g0793,225,[225 205 101  93  11],635,410,-1,2
377,g0715,225,[225],225,0,-1,2
577,g0233,148,[148  46],194,46,-1,2
588,g0162,145,[145],145,0,-1,2
589,g0189,145,[145],145,0,-1,2
591,g0313,141,[141  54],195,54,-1,2
595,g0448,138,[138],138,0,-1,2
107,g0468,400,[400  58],858,458,-1,1
108,g0812,400,[400  54],854,454,-1,1
110,g0807,400,[400  22],822,422,-1,1
111,g0458,400,[400   8],808,408,-1,1
163,g0903,400,[400 112 100  53],665,265,-1,1
167,g0860,400,[400 111 101  49],661,261,-1,1
170,g0936,400,[400 107  94  55],656,256,-1,1
171,g0980,400,[400 110  86  55],651,251,-1,1
180,g0730,400,[400 194  28],622,222,-1,1
183,g0745,400,[400 212   3],615,215,-1,1
184,g0725,400,[400 200   4],604,204,-1,1
185,g0470,400,[400 140  56],596,196,-1,1
188,g0735,400,[400 147  30],577,177,-1,1
189,g0877,400,[400 114  57],571,171,-1,1
190,g0954,400,[400 110  54],564,164,-1,1
191,g0998,400,[400 107  55],562,162,-1,1
193,g0814,400,[400 111  44],555,155,-1,1
195,g0758,400,[400 111  19],530,130,-1,1
197,g0737,400,[400 104],504,104,-1,1
201,g0756,400,[400  57],457,57,-1,1
202,g0909,400,[400  44   7],451,51,-1,1
204,g0751,400,[400  29],429,29,-1,1
205,g0464,400,[400  25],425,25,-1,1
207,g0802,400,[400   8],408,8,-1,1
367,g0696,230,[230 119  43  19],411,181,-1,1
385,g0774,220,[220 140  76  38  26],500,280,-1,1
387,g0779,220,[220 136  81  33  22],492,272,-1,1
388,g0783,220,[220 128  92  21  15],476,256,-1,1
436,g0493,208,[208 183  76  69  38],574,366,-1,1
440,g0489,208,[208 152  62  49  41],512,304,-1,1
441,g0481,208,[208 144  59  44  41],496,288,-1,1
451,g0826,207,[207 160  62  58  40],527,320,-1,1
453,g0820,207,[207 159  66  51  42],525,318,-1,1
458,g0831,207,[207 135  85  27  23],477,270,-1,1
509,g0833,193,[193 173  76  69  28],539,346,-1,1
514,g0823,193,[193 137  59  42  36],467,274,-1,1
515,g0829,193,[193 133  67  34  32],459,266,-1,1
523,g0486,192,[192 161  63  61  37],514,322,-1,1
528,g0477,192,[192 134  61  38  35],460,268,-1,1
529,g0491,192,[192 119  75  25  19],430,238,-1,1
558,g0781,180,[180 166  79  71  16],512,332,-1,1
559,g0777,180,[180 160  71  60  29],500,320,-1,1
564,g0771,180,[180 136  59  53  24],452,272,-1,1
572,g0698,159,[159  85  19],263,104,-1,1
637,g0707,92,[92],92,0,-1,1
917,g0712,20,[20  7  5],32,12,-1,1
86,g0128,400,[400 297 104  98  95],994,594,-2,11
209,g0016,400,[400],400,0,-2,10
77,g0115,400,[400 300 104  98],1000,600,-2,9
45,g0090,400,[400 314 118 104  92],1028,628,-2,8
93,g0067,400,[400 293 101  98  94],986,586,-2,8
47,g0053,400,[400 313 113 106  94],1026,626,-2,7
75,g0110,400,[400 301 106 102  93],1002,602,-2,6
88,g0084,400,[400 296 102 100  94],992,592,-2,6
213,g0047,400,[400],400,0,-2,6
215,g0058,400,[400],400,0,-2,6
305,g0227,299,[299  50],648,349,-2,6
343,g0169,250,[250  51],551,301,-2,6
345,g0150,250,[250  72  19],341,91,-2,6
3,g0106,400,[400 218 112 106  97  85],1418,1018,-2,5
4,g0073,400,[400 217 121  96  95  88],1417,1017,-2,5
66,g0104,400,[400 304 103  98],1008,608,-2,5
257,g0186,396,[396 177 152 143],868,472,-2,5
334,g0126,256,[256  50],562,306,-2,5
337,g0920,255,[255 116  66],437,182,-2,5
