,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
6,g014,400,[400 161  51],1012,612,0,4
14,g002,400,[400 143  58],1001,601,0,3
0,g017,400,[400 196 105  57],1158,758,0,1
2,g004,400,[400 184  68  17],1069,669,0,1
7,g000,400,[400 162  48],1010,610,0,1
9,g027,400,[400 303 111 107  85],1006,606,0,1
17,g036,400,[400 297 105 102  90],994,594,0,1
18,g001,400,[400 144  46],990,590,0,1
25,g012,400,[400 154],954,554,0,1
26,g018,400,[400 153],953,553,0,1
27,g003,400,[400  98],898,498,0,1
28,g016,400,[400  13   6],819,419,0,1
29,g007,400,[400   2],802,402,0,1
30,g174,400,[400 158  69  53  47],727,327,0,1
31,g205,400,[400 156  66  52  31],705,305,0,1
32,g195,400,[400 143  68  52  37],700,300,0,1
33,g182,400,[400 146  50  36  33],665,265,0,1
34,g116,400,[400 212  31],643,243,0,1
35,g067,400,[400 199  33],632,232,0,1
36,g125,400,[400 198  29],627,227,0,1
37,g104,400,[400 167  38],605,205,0,1
38,g010,400,[400 149  46],595,195,0,1
39,g009,400,[400 139  52],591,191,0,1
40,g008,400,[400 137  48],585,185,0,1
41,g163,400,[400 147  25],572,172,0,1
42,g013,400,[400  28],428,28,0,1
90,g164,200,[200],200,0,-1,4
59,g161,263,[263  38  18   3],322,59,-1,3
102,g184,175,[175  90],440,265,-1,3
108,g197,168,[168  91  76   9   6],350,182,-1,3
109,g175,166,[166 159  79  70  10],484,318,-1,3
112,g165,157,[157 149  71  65  13],455,298,-1,3
125,g015,131,[131  60  28  10],360,229,-1,3
1,g005,400,[400 175  87  25],1087,687,-1,2
54,g011,298,[298  77],673,375,-1,2
3,g022,400,[400 311 114 103  94],1022,622,-1,1
10,g031,400,[400 303 106 102  95],1006,606,-1,1
16,g026,400,[400 298 103 101  94],996,596,-1,1
20,g035,400,[400 294 103 101  90],988,588,-1,1
43,g006,359,[359],359,0,-1,1
47,g066,311,[311 130  39   8   7],495,184,-1,1
48,g103,309,[309  97  44   9   8],467,158,-1,1
49,g115,308,[308 135  37   8   2],490,182,-1,1
50,g136,308,[308],308,0,-1,1
51,g124,301,[301 138  32   8],487,186,-1,1
63,g204,250,[250  77  75  20],442,192,-1,1
64,g194,248,[248  65   5],318,70,-1,1
72,g173,227,[227  63   7],297,70,-1,1
75,g181,223,[223  64   9],296,73,-1,1
128,g169,116,[116  43  24],183,67,-1,1
134,g190,105,[105  40  15],160,55,-1,1
143,g201,97,[97 45 11],153,56,-1,1
