Nome do arquivo avaliado: c7552 
Quantidade de vetores testados: 100 - 4.861730685829017e-61 
Node | #Vectors 
Z_neg_g0109 | 100 
n451 | 100 
n400 | 100 
n420 | 100 
n424 | 100 
513 | 100 
n413 | 100 
10641 | 100 
553 | 100 
n463 | 100 
n1145 | 100 
n1123 | 100 
n391 | 100 
10839 | 100 
n1087 | 100 
n1036 | 100 
n1298 | 100 
Z_neg_g1016 | 100 
945 | 100 
Z_neg_g1011 | 100 
Z_neg_g1003 | 100 
Z_neg_g1020 | 100 
n1068 | 100 
Z_neg_g0114 | 100 
Z_neg_g1018 | 100 
Z_neg_g0089 | 100 
507 | 100 
571 | 100 
10717 | 100 
10112 | 100 
n1039 | 100 
n443 | 100 
n1035 | 100 
n358 | 100 
Z_neg_g0099 | 100 
10907 | 100 
n435 | 100 
1110 | 100 
n331 | 100 
Z_neg_g0762 | 100 
10716 | 100 
567 | 100 
n429 | 100 
ZN_neg_g0701 | 100 
Z_neg_g0069 | 100 
Z_neg_g1033 | 100 
n415 | 100 
n394 | 100 
1490 | 100 
n502 | 100 
n385 | 100 
1489 | 100 
10761 | 100 
n428 | 100 
n422 | 100 
n361 | 100 
n347 | 100 
n432 | 100 
n1219 | 100 
537 | 100 
Z_neg_g1028 | 100 
Z_neg_g0834 | 100 
n891 | 100 
n377 | 100 
Z_neg_g1039 | 100 
ZN_neg_g0473 | 100 
10632 | 100 
n383 | 100 
Z_neg_g1022 | 100 
11333 | 100 
n1202 | 100 
10350 | 100 
10353 | 100 
ZN_neg_g0468 | 100 
547 | 100 
Z_neg_g0077 | 100 
n458 | 100 
n373 | 100 
565 | 100 
n375 | 100 
484 | 100 
ZN_neg_g0017 | 100 
n1253 | 100 
n328 | 100 
n418 | 100 
Z_neg_g1031 | 100 
n501 | 100 
n1053 | 100 
Z_neg_g0125 | 100 
n387 | 100 
Z_neg_g1029 | 100 
n408 | 100 
501 | 100 
515 | 100 
482 | 100 
n460 | 100 
n411 | 100 
n389 | 100 
486 | 100 
10871 | 100 
n1155 | 100 
Z_neg_g0140 | 100 
10759 | 100 
n414 | 100 
Z_neg_g1008 | 100 
n348 | 100 
10628 | 100 
Z_neg_g1034 | 100 
Z_neg_g0494 | 100 
884 | 100 
11342 | 100 
n344 | 100 
539 | 100 
10111 | 100 
n449 | 100 
Z_neg_g0137 | 100 
Z_neg_g1026 | 100 
n1128 | 100 
n1073 | 100 
ZN_neg_g0765 | 100 
n417 | 100 
563 | 100 
n393 | 100 
n326 | 100 
Z_neg_g1012 | 100 
n1150 | 100 
10102 | 100 
Z_neg_g1030 | 100 
Z_neg_g1004 | 100 
n404 | 100 
Z_neg_g0794 | 100 
