circuit,percentage,method,spr_reliability
c5315,0.1,gates_deep,0.149388966528
c5315,0.2,gates_deep,0.149394585267
c5315,0.3,gates_deep,0.149399690907
c5315,0.4,gates_deep,0.149403116702
c5315,0.5,gates_deep,0.149405322552
c5315,0.6,gates_deep,0.149406678778
c5315,0.7,gates_deep,0.149408162116
c5315,0.8,gates_deep,0.149408967541
c5315,0.9,gates_deep,0.149409310084
c5315,1.0,gates_deep,0.149409435060
c5315,0.1,gates_max,0.149385408355
c5315,0.2,gates_max,0.149393493740
c5315,0.3,gates_max,0.149401526906
c5315,0.4,gates_max,0.149404617679
c5315,0.5,gates_max,0.149406662615
c5315,0.6,gates_max,0.149407514464
c5315,0.7,gates_max,0.149408567537
c5315,0.8,gates_max,0.149409148741
c5315,0.9,gates_max,0.149409277819
c5315,1.0,gates_max,0.149409435060
c5315,0.1,gates_sum,0.149385904468
c5315,0.2,gates_sum,0.149393719883
c5315,0.3,gates_sum,0.149400229535
c5315,0.4,gates_sum,0.149404441631
c5315,0.5,gates_sum,0.149405963357
c5315,0.6,gates_sum,0.149407401283
c5315,0.7,gates_sum,0.149408325787
c5315,0.8,gates_sum,0.149408793838
c5315,0.9,gates_sum,0.149409251874
c5315,1.0,gates_sum,0.149409435060
