percentage,gates_deep,gates_max,gates_sum
0.1,0.149388966528,0.149385408355,0.149385904468
0.2,0.149394585267,0.14939349374,0.149393719883
0.3,0.149399690907,0.149401526906,0.149400229535
0.4,0.149403116702,0.149404617679,0.149404441631
0.5,0.149405322552,0.149406662615,0.149405963357
0.6,0.149406678778,0.149407514464,0.149407401283
0.7,0.149408162116,0.149408567537,0.149408325787
0.8,0.149408967541,0.149409148741,0.149408793838
0.9,0.149409310084,0.149409277819,0.149409251874
1.0,0.14940943506,0.14940943506,0.14940943506
