percentage,gates_deep,gates_max,gates_sum
0.1,0.533346200869,0.663729139541,0.66398165126
0.2,0.534840582935,0.748739424218,0.749930886048
0.3,0.537830439869,0.819779430615,0.819779430615
0.4,0.543620493893,1.07005926879,1.24886065247
0.5,0.554209367093,1.564618571231,1.579887353759
0.6,0.572542239434,1.75842809271,1.982498511556
0.7,0.601995606601,2.288125777456,2.328737463953
0.8,0.665065946301,3.17242735579,3.452568237893
0.9,0.827348439848,4.231333581632,4.261907885224
1.0,4.742914367079,4.742914367079,4.742914367079
