Nome do arquivo avaliado: c3540 
Quantidade de vetores testados: 10 - 8.881784197001252e-15 
Node | #Vectors 
n286 | 10 
n242 | 10 
n484 | 10 
ZN_neg_g102 | 10 
n206 | 10 
n303 | 10 
n238 | 10 
n123 | 10 
n666 | 10 
n94 | 10 
n275 | 10 
n425 | 10 
n400 | 10 
n370 | 10 
n328 | 10 
ZN_neg_g204 | 10 
net_000_g038 | 10 
n384 | 10 
n492 | 10 
n276 | 10 
n248 | 10 
n308 | 10 
n452 | 10 
n273 | 10 
n86 | 10 
n200 | 10 
ZN_neg_g247 | 10 
n211 | 10 
n336 | 10 
n545 | 10 
n176 | 10 
n131 | 10 
n225 | 10 
n122 | 10 
n392 | 10 
ZN_neg_g095 | 10 
n194 | 10 
net_000_g295 | 10 
n466 | 10 
ZN_neg_g222 | 10 
n285 | 10 
n199 | 10 
n165 | 10 
n289 | 10 
ZN_neg_g425 | 10 
n116 | 10 
n231 | 10 
n82 | 10 
n90 | 10 
n503 | 10 
1713 | 10 
n247 | 10 
n311 | 10 
n375 | 10 
n394 | 10 
n682 | 10 
n278 | 10 
n226 | 10 
n261 | 10 
n84 | 10 
n442 | 10 
n361 | 10 
n599 | 10 
n324 | 10 
n399 | 10 
net_000_g039 | 10 
n443 | 10 
ZN_neg_g106 | 10 
n171 | 10 
n551 | 10 
net_000_g534 | 10 
n360 | 10 
n106 | 10 
n290 | 10 
n98 | 10 
n386 | 10 
n542 | 10 
n209 | 10 
n343 | 10 
net_000_g033 | 10 
n230 | 10 
n335 | 10 
n298 | 10 
ZN_neg_g141 | 10 
n549 | 10 
n437 | 10 
n540 | 10 
n224 | 10 
n341 | 10 
n516 | 10 
n398 | 10 
n359 | 10 
n320 | 10 
n189 | 10 
ZN_neg_g006 | 10 
n319 | 10 
n217 | 10 
n236 | 10 
n502 | 10 
n167 | 10 
n457 | 10 
n506 | 10 
n498 | 10 
n201 | 10 
4028 | 10 
n96 | 10 
n237 | 10 
ZN_neg_g313 | 10 
n239 | 10 
n97 | 10 
n163 | 10 
n522 | 10 
n508 | 10 
n198 | 10 
n218 | 10 
n184 | 10 
n91 | 10 
n495 | 10 
n460 | 10 
n92 | 10 
n323 | 10 
n534 | 10 
n547 | 10 
n294 | 10 
n145 | 10 
n396 | 10 
n186 | 10 
n524 | 10 
n526 | 10 
n331 | 10 
net_000_g032 | 10 
n553 | 10 
ZN_neg_g357 | 10 
n424 | 10 
ZN_neg_g051 | 10 
n111 | 10 
n164 | 10 
n379 | 10 
n307 | 10 
n366 | 10 
n252 | 10 
n142 | 10 
n266 | 10 
n393 | 10 
n146 | 10 
n465 | 10 
ZN_neg_g479 | 10 
net_000_g029 | 10 
4145 | 10 
n243 | 10 
n686 | 10 
3833 | 10 
n548 | 10 
n251 | 10 
n235 | 10 
n191 | 10 
n227 | 10 
n74 | 10 
n317 | 10 
n364 | 10 
n73 | 10 
ZN_neg_g103 | 10 
n119 | 10 
n187 | 10 
ZN_neg_g258 | 10 
n264 | 10 
n154 | 10 
n390 | 10 
n333 | 10 
ZN_neg_g431 | 10 
n690 | 10 
n402 | 10 
n110 | 10 
n115 | 10 
n432 | 10 
n78 | 10 
n385 | 10 
n436 | 10 
n220 | 10 
n159 | 10 
n128 | 10 
n525 | 10 
n300 | 10 
n108 | 10 
