Nome do arquivo avaliado: c880 
Quantidade de vetores testados: 400 - 3.469446951953614e-16 
Node | #Vectors 
879 | 400 
ZN_neg_g014 | 400 
ZN_neg_g001 | 400 
ZN_neg_g000 | 400 
ZN_neg_g003 | 400 
389 | 400 
390 | 400 
880 | 400 
ZN_neg_g018 | 400 
419 | 400 
850 | 400 
864 | 400 
874 | 400 
ZN_neg_g004 | 400 
423 | 400 
ZN_neg_g002 | 400 
ZN_neg_g017 | 400 
863 | 400 
449 | 400 
ZN_neg_g016 | 400 
446 | 400 
421 | 400 
ZN_neg_g005 | 400 
866 | 400 
450 | 400 
391 | 400 
865 | 400 
418 | 400 
ZN_neg_g012 | 400 
448 | 400 
447 | 400 
420 | 400 
878 | 400 
n91 | 400 
ZN_neg_g007 | 400 
388 | 400 
422 | 400 
n92 | 344 
n218 | 339 
n221 | 317 
n219 | 311 
n210 | 310 
n138 | 306 
n189 | 306 
ZN_neg_g052 | 306 
n152 | 305 
ZN_neg_g011 | 300 
n201 | 300 
n97 | 300 
n217 | 300 
n222 | 298 
n135 | 297 
n137 | 268 
n290 | 268 
n228 | 267 
n244 | 263 
n227 | 260 
n247 | 256 
n259 | 255 
n216 | 254 
ZN_neg_g130 | 254 
n280 | 249 
n131 | 248 
ZN_neg_g045 | 248 
n267 | 247 
n220 | 243 
n233 | 236 
n214 | 234 
n232 | 231 
n200 | 230 
n279 | 228 
n258 | 228 
n266 | 228 
n238 | 223 
n289 | 222 
n188 | 222 
n250 | 221 
n157 | 220 
n209 | 220 
n151 | 218 
n237 | 216 
n156 | 211 
n264 | 211 
n242 | 209 
n246 | 209 
net_0_g049 | 208 
n199 | 207 
n187 | 202 
n226 | 202 
n245 | 201 
n257 | 200 
n212 | 198 
n150 | 194 
n208 | 193 
n229 | 188 
n243 | 185 
n160 | 184 
n278 | 183 
n231 | 180 
n149 | 178 
n265 | 177 
ZN_neg_g196 | 176 
n282 | 176 
n165 | 173 
n174 | 167 
n177 | 166 
n236 | 166 
n185 | 165 
ZN_neg_g099 | 165 
net_0_g009 | 165 
n241 | 161 
n128 | 159 
net_0_g008 | 157 
ZN_neg_g184 | 156 
n270 | 156 
n261 | 155 
n283 | 152 
net_0_g010 | 150 
n158 | 149 
net_000_g175 | 147 
n175 | 146 
n162 | 145 
n271 | 145 
n251 | 142 
n101 | 140 
ZN_neg_g015 | 140 
n256 | 139 
n140 | 135 
net_000_g072 | 134 
net_000_g165 | 134 
n155 | 134 
n186 | 133 
n269 | 125 
n225 | 122 
n287 | 122 
n125 | 122 
n139 | 120 
n167 | 118 
n204 | 117 
n147 | 114 
ZN_neg_g041 | 113 
n127 | 113 
net_0_g051 | 112 
n263 | 111 
n159 | 109 
n129 | 109 
n192 | 107 
net_000_g118 | 107 
n144 | 106 
n172 | 105 
n183 | 105 
n164 | 104 
n255 | 102 
n213 | 102 
n141 | 101 
n276 | 101 
n178 | 99 
net_000_g106 | 99 
n191 | 99 
n146 | 98 
ZN_neg_g093 | 98 
n179 | 98 
n169 | 95 
net_000_g055 | 93 
n285 | 91 
n248 | 89 
n274 | 88 
n198 | 88 
net_000_g197 | 88 
n180 | 87 
n207 | 86 
n123 | 85 
n154 | 82 
n253 | 81 
ZN_neg_g176 | 77 
n262 | 77 
ZN_neg_g189 | 76 
n224 | 76 
n275 | 76 
ZN_neg_g200 | 75 
n286 | 75 
ZN_neg_g168 | 74 
n254 | 74 
net_0_g131 | 72 
n273 | 72 
n240 | 70 
net_002_g175 | 69 
net_002_g165 | 66 
n203 | 66 
n184 | 64 
net_002_g072 | 60 
n205 | 60 
net_1_g008 | 60 
net_0_g141 | 59 
net_1_g010 | 58 
n182 | 58 
n142 | 56 
net_0_g151 | 56 
net_1_g009 | 54 
n170 | 53 
net_0_g146 | 53 
n195 | 52 
net_0_g101 | 52 
n171 | 52 
n143 | 52 
n234 | 51 
net_002_g118 | 51 
net_0_g171 | 50 
net_1_g049 | 48 
n239 | 46 
net_0_g114 | 44 
net_1_g051 | 44 
net_002_g106 | 44 
n193 | 43 
n206 | 43 
n163 | 42 
net_002_g055 | 42 
net_0_g123 | 40 
net_0_g039 | 40 
net_0_g065 | 38 
n194 | 37 
n223 | 36 
ZN_neg_g137 | 36 
net_0_g058 | 36 
net_0_g195 | 36 
net_0_g132 | 35 
ZN_neg_g040 | 32 
net_0_g174 | 32 
n126 | 32 
net_0_g121 | 31 
net_0_g116 | 31 
net_0_g133 | 28 
net_0_g125 | 28 
net_0_g104 | 28 
n168 | 27 
net_0_g067 | 26 
net_0_g182 | 25 
net_0_g205 | 25 
n181 | 25 
n176 | 25 
net_0_g172 | 25 
n197 | 24 
n284 | 24 
n215 | 23 
n196 | 23 
net_0_g013 | 22 
net_1_g132 | 22 
net_0_g102 | 21 
n252 | 21 
n145 | 19 
n124 | 18 
n130 | 18 
ZN_neg_g044 | 18 
n272 | 18 
n173 | 15 
net_2_g051 | 14 
n136 | 13 
ZN_neg_g050 | 13 
net_1_g039 | 12 
net_0_g057 | 11 
n161 | 10 
net_2_g132 | 9 
n133 | 9 
ZN_neg_g047 | 9 
net_0_g063 | 9 
n230 | 8 
n235 | 6 
net_0_g193 | 6 
net_002_g197 | 6 
n166 | 6 
n148 | 4 
net_1_g063 | 4 
net_0_g192 | 4 
net_0_g120 | 4 
n132 | 4 
ZN_neg_g062 | 4 
net_2_g063 | 4 
n134 | 3 
net_0_g158 | 2 
net_0_g048 | 2 
net_0_g179 | 1 
net_2_g049 | 1 
net_0_g068 | 1 
net_0_g180 | 1 
