Nome do arquivo avaliado: c499 
Quantidade de vetores testados: 400 - 1.8189894035458565e-10 
Node | #Vectors 
net_000_g138 | 220 
net_000_g122 | 217 
net_000_g099 | 214 
net_000_g109 | 214 
net_000_g158 | 212 
net_000_g040 | 212 
net_000_g098 | 211 
net_000_g060 | 210 
net_000_g167 | 208 
net_000_g108 | 208 
net_000_g044 | 208 
net_000_g140 | 208 
net_000_g115 | 207 
net_000_g126 | 207 
net_000_g102 | 207 
net_000_g104 | 207 
net_000_g169 | 206 
net_000_g073 | 206 
net_000_g117 | 204 
net_000_g011 | 202 
net_000_g119 | 202 
net_000_g092 | 202 
net_000_g128 | 199 
net_000_g012 | 198 
net_000_g151 | 198 
net_000_g094 | 196 
net_000_g088 | 196 
net_000_g149 | 195 
net_000_g153 | 195 
net_000_g142 | 195 
net_000_g046 | 194 
net_000_g039 | 194 
net_000_g113 | 194 
net_000_g147 | 193 
net_000_g096 | 192 
net_000_g144 | 192 
net_000_g160 | 191 
net_000_g162 | 190 
net_000_g165 | 189 
net_000_g171 | 184 
net_000_g124 | 184 
net_000_g082 | 181 
net_000_g074 | 181 
net_000_g106 | 177 
net_000_g032 | 174 
net_000_g156 | 172 
net_000_g081 | 101 
net_000_g022 | 86 
