Nome do arquivo avaliado: b01 
Quantidade de vetores testados: 64 - 1.0 
Node | #Vectors 
Z_neg_g16 | 64 
OUTP_REG_SCAN_OUT | 64 
Z_neg_g17 | 64 
STATO_REG_2__SCAN_OUT | 64 
OVERFLW | 64 
STATO_REG_1__SCAN_OUT | 64 
STATO_REG_0__SCAN_OUT | 64 
OUTP | 64 
n15 | 64 
n27 | 64 
n19 | 64 
OVERFLW_REG_SCAN_OUT | 64 
ZN_neg_g13 | 64 
n17 | 56 
n14 | 56 
n16 | 52 
n23 | 48 
n13 | 48 
n25 | 44 
net_000_g15 | 44 
net_0_g01 | 32 
n21 | 28 
net_1_g14 | 24 
net_0_g11 | 24 
net_0_g04 | 24 
net_0_g12 | 20 
net_003_g15 | 20 
net_1_g10 | 20 
net_0_g13 | 20 
n20 | 16 
net_0_g09 | 16 
net_001_g15 | 12 
net_002_g15 | 12 
net_0_g05 | 12 
net_3_g09 | 12 
net_1_g13 | 12 
net_1_g01 | 12 
net_1_g04 | 8 
net_0_g14 | 8 
net_2_g09 | 8 
net_1_g11 | 8 
net_1_g09 | 8 
net_0_g08 | 8 
net_2_g01 | 4 
net_1_g08 | 4 
net_0_g10 | 4 
net_1_g12 | 4 
net_2_g10 | 4 
net_0_g07 | 4 
