Vector | #Nodes count 
101110 | 29 
101111 | 29 
111110 | 29 
111111 | 29 
000010 | 28 
000011 | 28 
001000 | 28 
001001 | 28 
010010 | 28 
010011 | 28 
011000 | 28 
011001 | 28 
001110 | 27 
001111 | 27 
011110 | 27 
011111 | 27 
100010 | 27 
100011 | 27 
101000 | 27 
101001 | 27 
110010 | 27 
110011 | 27 
111000 | 27 
111001 | 27 
001100 | 25 
001101 | 25 
011100 | 25 
011101 | 25 
101100 | 25 
101101 | 25 
111100 | 25 
111101 | 25 
000110 | 24 
000111 | 24 
010110 | 24 
010111 | 24 
000000 | 23 
000001 | 23 
001010 | 23 
001011 | 23 
010000 | 23 
010001 | 23 
011010 | 23 
011011 | 23 
100110 | 23 
100111 | 23 
110110 | 23 
110111 | 23 
101010 | 22 
101011 | 22 
111010 | 22 
111011 | 22 
000100 | 21 
000101 | 21 
010100 | 21 
010101 | 21 
100000 | 21 
100001 | 21 
110000 | 21 
110001 | 21 
100100 | 19 
100101 | 19 
110100 | 19 
110101 | 19 
